cat,nfor,ndefor,rate
1,379128,22746,0.006167968467556628
2,11854,4940,0.05248423362143517
3,1625,1087,0.10464989055315865
4,290,214,0.1253353806484674
5,169,143,0.17070573058018423
6,132,110,0.16404119792206318
7,44,43,0.31505652569790354
8,50,48,0.27522033632230447
9,35,35,1.0
10,13,13,1.0
11,6,6,1.0
12,0,0,
13,0,0,
14,0,0,
15,0,0,
16,0,0,
17,0,0,
18,0,0,
19,0,0,
20,0,0,
21,0,0,
22,0,0,
23,0,0,
24,0,0,
25,0,0,
26,0,0,
27,0,0,
28,0,0,
29,0,0,
30,229,229,1.0
