cat,nfor,ndefor,rate
1,391308,28676,0.007581755162705317
2,1984,715,0.04370475699388565
3,188,140,0.12761470028509814
4,49,45,0.2216294584488292
5,31,26,0.16677780293120448
6,12,10,0.16404119792206318
7,0,0,
8,1,0,0.0
9,0,0,
10,0,0,
11,0,0,
12,0,0,
13,0,0,
14,0,0,
15,0,0,
16,0,0,
17,0,0,
18,0,0,
19,0,0,
20,0,0,
21,0,0,
22,0,0,
23,0,0,
24,0,0,
25,0,0,
26,0,0,
27,0,0,
28,0,0,
29,0,0,
30,2,2,1.0
