cat,nfor,ndefor,rate
1,374589,19559,0.005348359520865209
2,12991,5508,0.053668456857236535
3,3103,1991,0.09753098246346747
4,1094,880,0.1505464314885565
5,493,421,0.17501024054198877
6,292,256,0.18886719721608713
7,166,155,0.23769554172717955
8,165,162,0.33017133188033854
9,47,47,1.0
10,7,7,1.0
11,2,2,1.0
12,0,0,
13,0,0,
14,0,0,
15,0,0,
16,0,0,
17,0,0,
18,0,0,
19,0,0,
20,0,0,
21,0,0,
22,0,0,
23,0,0,
24,0,0,
25,0,0,
26,0,0,
27,0,0,
28,0,0,
29,0,0,
30,626,626,1.0
