cat,nfor,ndefor,rate
1,388935,27720,0.007366621013864094
2,4205,1533,0.04433199731821136
3,194,141,0.12169083620216692
4,53,46,0.18326302538325545
5,46,42,0.21669623147821848
6,54,49,0.21176153426439204
7,28,26,0.2319540623397649
8,48,46,0.272255593958699
9,2,2,1.0
10,3,2,0.10404154015923783
11,0,0,
12,0,0,
13,0,0,
14,0,0,
15,0,0,
16,0,0,
17,0,0,
18,0,0,
19,0,0,
20,0,0,
21,0,0,
22,0,0,
23,0,0,
24,0,0,
25,0,0,
26,0,0,
27,0,0,
28,0,0,
29,0,0,
30,7,7,1.0
